iter	Logloss
472	0.2318914047
473	0.2318568978
474	0.2318120431
475	0.2317593493
476	0.2317174223
477	0.2316691489
478	0.2316366187
479	0.2316005524
480	0.2315371688
481	0.2315050417
482	0.2314670358
483	0.2314020357
484	0.2313458908
485	0.2312825983
486	0.2312569452
487	0.2312247634
488	0.2311918685
489	0.2311643177
490	0.2311244089
491	0.2311170168
492	0.2310573637
493	0.2310278932
494	0.2309981005
495	0.2309790862
496	0.2309318405
497	0.2308790253
498	0.2308303713
499	0.2307860015
500	0.2307426872
501	0.2307184752
502	0.2306567436
503	0.2306213869
504	0.2305763073
505	0.2305374325
506	0.2304943308
507	0.2304532386
508	0.2304100843
509	0.2303623241
510	0.2303197387
511	0.2302755207
512	0.2302410948
513	0.2301843094
514	0.2301360944
515	0.2301294936
516	0.2300802036
517	0.2300279514
518	0.2299979297
519	0.229958776
520	0.2299048288
521	0.2298481308
522	0.2298056855
523	0.2297877571
524	0.2297309283
525	0.229693575
526	0.2296383986
527	0.2296040533
528	0.2295750667
529	0.2295238542
530	0.2295119647
531	0.2294822558
532	0.2294415968
533	0.2294118177
534	0.2293616069
535	0.2293185038
536	0.2292948174
537	0.2292464301
538	0.2292203408
539	0.2291780118
540	0.2291462645
541	0.2291122797
542	0.2290620026
543	0.2290285667
544	0.2289855111
545	0.2289485413
546	0.2289070174
547	0.2288873472
548	0.2288367151
549	0.2288011613
550	0.2287729841
551	0.2287300597
552	0.2286942445
553	0.228680292
554	0.2286607192
555	0.2286297678
556	0.2285795515
557	0.2285406697
558	0.2285138185
559	0.2284624342
560	0.2284360458
561	0.2284102336
562	0.2283647227
563	0.2283201121
564	0.2282845597
565	0.2282649625
566	0.2282308046
567	0.2282066001
568	0.228171931
569	0.2281238815
570	0.228094264
571	0.228068522
572	0.2280117958
573	0.2279771574
574	0.2279314785
575	0.2279009237
576	0.2278562312
577	0.2278268889
578	0.2277926345
579	0.2277365434
580	0.2277041583
581	0.2276683582
582	0.2276320125
583	0.2275946984
584	0.2275603973
585	0.2275090033
586	0.2274613838
587	0.22743486
588	0.2274029804
589	0.2273579309
590	0.2273047955
591	0.2272729161
592	0.2272269796
593	0.2271766151
594	0.2271317847
595	0.2270684188
596	0.2270352985
597	0.2270092674
598	0.2269754634
599	0.2269368889
600	0.2268990796
601	0.2268662329
602	0.2268286756
603	0.2267854262
604	0.2267368802
605	0.2267069655
606	0.2266568086
607	0.2266371499
608	0.2265981652
609	0.2265641907
610	0.2265161414
611	0.2264800853
612	0.226464142
613	0.2264166057
614	0.2263677132
615	0.2263270701
616	0.2262873744
617	0.226254303
618	0.226222087
619	0.2261918259
620	0.2261538396
621	0.2261363084
622	0.2261012494
623	0.2260921497
624	0.2260652796
625	0.2260353251
626	0.2259834835
627	0.2259506771
628	0.2259141138
629	0.2259017197
630	0.2258718193
631	0.2258393946
632	0.2258071193
633	0.22578832
634	0.2257399191
635	0.2256963495
636	0.2256728503
637	0.2256427222
638	0.2256053571
639	0.2255728422
640	0.2255442294
641	0.2255188519
642	0.2254813796
643	0.2254609381
644	0.2254203424
645	0.2253989055
646	0.2253606516
647	0.2253208693
648	0.2252844642
649	0.2252476761
650	0.2251934899
651	0.2251610485
652	0.2251256806
653	0.2250915961
654	0.2250584667
655	0.2250174187
656	0.2249700732
657	0.2249260752
658	0.2248975074
659	0.2248598434
660	0.2248065274
661	0.2247580796
662	0.2247137081
663	0.2246675852
664	0.2246269481
665	0.2245870777
666	0.2245465817
667	0.2245023879
668	0.2244528709
669	0.2244328279
670	0.224390522
671	0.2243510543
672	0.2243260017
673	0.2242814096
674	0.2242417617
675	0.2242341816
676	0.2242017671
677	0.2241608097
678	0.2241300446
679	0.224091144
680	0.2240622978
681	0.2240281943
682	0.223982795
683	0.2239556873
684	0.2239184519
685	0.2238830331
686	0.2238434915
687	0.2238187104
688	0.2237677005
689	0.2237262211
690	0.2236859825
691	0.2236522411
692	0.223596596
693	0.2235503087
694	0.2235189994
695	0.223471086
696	0.2234388223
697	0.2233942637
698	0.2233685129
699	0.2233277456
700	0.2232981957
701	0.2232549598
702	0.2232142694
703	0.2231915395
704	0.2231703904
705	0.2231286421
706	0.2230978288
707	0.2230603458
708	0.2230458489
709	0.2230211501
710	0.2229831238
711	0.222958283
712	0.2229187711
713	0.2228933004
714	0.2228625045
715	0.2228409048
716	0.2228029054
717	0.2227664748
718	0.2227197735
719	0.2226884369
720	0.2226682739
721	0.2226321174
722	0.2225992203
723	0.2225571905
724	0.2225228932
725	0.2224963191
726	0.2224580379
727	0.2224138099
728	0.2223823396
729	0.2223498565
730	0.2223097525
731	0.222261957
732	0.2222171162
733	0.2221712266
734	0.2221190703
735	0.2220834177
736	0.2220482577
737	0.222023965
738	0.2219817991
739	0.2219475168
740	0.2219383568
741	0.2219043054
742	0.2218686718
743	0.2218453788
744	0.2218206718
745	0.2217950015
746	0.2217514267
747	0.221717834
748	0.2217087873
749	0.2216771196
750	0.221637931
751	0.2215903468
752	0.2215464546
753	0.2215318943
754	0.2214955692
755	0.2214529823
756	0.2214217783
757	0.2213979168
758	0.2213664467
759	0.2213221502
760	0.2212746994
761	0.2212390604
762	0.221201531
763	0.2211755235
764	0.221125159
765	0.2210927802
766	0.2210502264
767	0.2210152877
768	0.220994799
769	0.2209888343
770	0.2209455278
771	0.2209251421
772	0.2208794419
773	0.2208505265
774	0.2208139586
775	0.2207916679
776	0.2207570572
777	0.2207294645
778	0.2206855393
779	0.2206640668
780	0.2206305243
781	0.220583593
782	0.2205473639
783	0.2205070993
784	0.2204721214
785	0.220438589
786	0.2204146198
787	0.2203867797
788	0.2203489914
789	0.2203122069
790	0.220281123
791	0.220250988
792	0.2202268917
793	0.2202060618
794	0.2201706446
795	0.2201303593
796	0.2201081151
797	0.2200746844
798	0.2200422922
799	0.2200085487
800	0.2199929284
801	0.2199600721
802	0.2199385527
803	0.2198931019
804	0.219853905
805	0.219823473
806	0.2197880924
807	0.2197664453
808	0.2197269156
809	0.2196893995
810	0.2196562045
811	0.2196227525
812	0.2195880498
813	0.2195501078
814	0.219527998
815	0.2194976375
816	0.2194634062
817	0.2194317531
818	0.2193928627
819	0.2193658131
820	0.2193253425
821	0.2192958075
822	0.219263008
823	0.2192273695
824	0.2192205495
825	0.2191979662
826	0.2191810486
827	0.2191437168
828	0.2191219746
829	0.2190895466
830	0.2190539888
831	0.2190283947
832	0.2189888323
833	0.2189579589
834	0.2189284493
835	0.2189024574
836	0.218886241
837	0.2188503916
838	0.2188179775
839	0.2187896439
840	0.2187446653
841	0.2187100444
842	0.2186803865
843	0.2186490161
844	0.2186253129
845	0.2185908375
846	0.2185724598
847	0.2185424344
848	0.218514166
849	0.2184701787
850	0.2184271482
851	0.218386773
852	0.2183422034
853	0.2183305495
854	0.2182990266
855	0.2182793573
856	0.2182661086
857	0.218245993
858	0.2182293539
859	0.2182061973
860	0.2181741843
861	0.2181319628
862	0.2181080273
863	0.2180602281
864	0.2180240067
865	0.2179982305
866	0.2179629564
867	0.2179254368
868	0.2178976165
869	0.2178612138
870	0.2178332235
871	0.2178059224
872	0.2177884243
873	0.217771038
874	0.2177415898
875	0.2177078017
876	0.2176870442
877	0.2176531234
878	0.2176148696
879	0.2175918182
880	0.2175611997
881	0.2175322112
882	0.2174989879
883	0.2174687109
884	0.2174457016
885	0.217417991
886	0.2173880044
887	0.2173651018
888	0.2173450354
889	0.2173068334
890	0.2172933724
891	0.2172533419
892	0.2172314052
893	0.2171980366
894	0.217153896
895	0.2171101195
896	0.2170794168
897	0.2170422376
898	0.2170191137
899	0.2169942695
900	0.2169649079
901	0.2169237992
902	0.2168957773
903	0.2168682483
904	0.216842509
905	0.2168229865
906	0.2167940628
907	0.2167556858
908	0.216721183
909	0.2166804762
910	0.2166367895
911	0.2165940521
912	0.2165607223
913	0.2165352124
914	0.2165073344
915	0.2164858059
916	0.2164813667
917	0.2164660961
918	0.216438927
919	0.2163959084
920	0.2163481784
921	0.2163072604
922	0.2162756813
923	0.2162356052
924	0.2162150605
925	0.2161805386
926	0.2161508414
927	0.216114634
928	0.2161073983
929	0.2160709159
930	0.216037195
931	0.2160103866
932	0.2159674113
933	0.2159384178
934	0.2159327889
935	0.2158917567
936	0.2158656209
937	0.2158258645
938	0.21580058
939	0.2157736188
940	0.2157390014
941	0.2157102157
942	0.2156691239
943	0.2156322315
944	0.2155993862
945	0.2155655917
946	0.2155413364
947	0.215520152
948	0.2154664717
949	0.2154440173
950	0.2154194379
951	0.2153825017
952	0.2153766817
953	0.2153572587
954	0.2153400479
955	0.2153043595
956	0.2152656512
957	0.2152408169
958	0.2152038984
959	0.2151924803
960	0.2151776163
961	0.2151467913
962	0.2151217429
963	0.2150972012
964	0.2150585785
965	0.2150239456
966	0.2149935023
967	0.2149602629
968	0.2149468677
969	0.2149097547
970	0.2148804937
971	0.2148425194
972	0.2148125361
973	0.2147811971
974	0.2147442825
975	0.2147181932
976	0.2146921759
977	0.2146529125
978	0.214615308
979	0.2145846226
980	0.2145585509
981	0.2145279141
982	0.2145023135
983	0.2144585471
984	0.2144436547
985	0.2144142113
986	0.2143878274
987	0.2143671877
988	0.2143576065
989	0.2143392351
990	0.2143183841
991	0.2142989058
992	0.2142797193
993	0.2142533924
994	0.2142138266
995	0.2141800468
996	0.2141408997
997	0.2141171112
998	0.2140993149
999	0.2140707445
